,created_at,full_text,likes_count,mentioning_users/0,mentioning_users/1,mentioning_users/2,mentioning_users/3,mentioning_users/4,mentioning_users/5,mentioning_users/6,mentioning_users/7,mentioning_users/8,mentioning_users/9,mentioning_users/10,mentioning_users/11,mentioning_users/12,mentioning_users/13,mentioning_users/14,mentioning_users/15,played_count,quotes_count,replies_count,replying_to/0,replying_to/1,replying_to/2,replying_to/3,replying_to/4,replying_to/5,replying_to/6,replying_to/7,replying_to/8,replying_to/9,replying_to/10,replying_to/11,replying_to/12,replying_to/13,replying_to/14,replying_to/15,replying_to/16,replying_to/17,replying_to/18,replying_to/19,replying_to/20,replying_to/21,replying_to/22,replying_to/23,replying_to/24,replying_to/25,replying_to/26,replying_to/27,replying_to/28,replying_to/29,replying_to/30,replying_to/31,replying_to/32,replying_to/33,replying_to/34,replying_to/35,replying_to/36,replying_to/37,replying_to/38,replying_to/39,replying_to/40,replying_to/41,replying_to/42,replying_to/43,replying_to/44,replying_to/45,replying_to/46,replying_to/47,retweeted_by,retweets_count,tweet_hashtags/0,tweet_hashtags/1,tweet_hashtags/2,tweet_hashtags/3,tweet_hashtags/4,tweet_hashtags/5,tweet_hashtags/6,tweet_hashtags/7,tweet_hashtags/8,tweet_hashtags/9,tweet_hashtags/10,tweet_hashtags/11,tweet_hashtags/12,tweet_hashtags/13,tweet_hashtags/14,tweet_hashtags/15,tweet_hashtags/16,tweet_hashtags/17,tweet_hashtags/18,tweet_hashtags/19,tweet_hashtags/20,tweet_hashtags/21,tweet_hashtags/22,tweet_hashtags/23,tweet_id,tweet_links/0,tweet_links/1,tweet_links/2,tweet_links/3,url,user_is_verified,user_name,language
4612,Mon Mar 27 23:22:00 +00:00 2023,Even though we are completely surrounded by stories of #agenda2030 and the SDGís. @ezralevant and @RebelNewsOnline continue to ignore the elephant in the room. Why do you think that is?,253,3dce481a,de771196,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,8,73,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,73,#agenda2030,,,,,,,,,,,,,,,,,,,,,,,,1640494554267922433,,,,,https://twitter.com/MarkFriesen08/status/1640494554267922433,true,700e854b,en
4643,Sat Jul 01 22:33:00 +00:00 2023,Just wait until he realizes the people want order and none of his garbageÖ #Agenda2030 become #Agenda2025,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,64e22ac7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,0,#Agenda2030,#Agenda2025,,,,,,,,,,,,,,,,,,,,,,,1675271451149049856,,,,,https://twitter.com/thenickoftime90/status/1675271451149049856,true,c828d5ac,en
4719,Thu Dec 29 23:38:00 +00:00 2022,"@GiorgiaMeloni grande verita' ,cerchiamo di ,ripulire questo paese ,da cotanta #sporcizia e #marciume di smidollati #servi #Agenda2030",1,b99786b8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,0,#sporcizia,#marciume,#servi,#Agenda2030,,,,,,,,,,,,,,,,,,,,,1608608463810351104,,,,,https://twitter.com/damianatua/status/1608608463810351104,true,a05f8ecf,it
4806,Thu Mar 23 22:47:00 +00:00 2023,"Yes, they worship Lucifer and want to esteem and glorify him in this New World Order. They call it the New Age but I call it a doomed utopia. If you still doubt it at this stage then its just willful ignorance. Freemasonry = Luciferianism = NWO #Agenda2030 #NWO",39,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,3,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,15,#Agenda2030,#NWO,,,,,,,,,,,,,,,,,,,,,,,1639036288278884354,,,,,https://twitter.com/LibertyMutual8/status/1639036288278884354,true,a64a684b,en
4845,Fri Mar 03 23:19:00 +00:00 2023,"Multiple sources, multiple news outlets reporting:"" Arrest Warrant Has Been Issued in Philippines For Bill Gates, The Charge Is For Premeditated Murder Linked To Vaccine Roll Out ??  ""#WorldEconomicForum #WEF #NewWorldOrder #KlausSchwab #Gates #BillGates #Fauci #Agenda2030 #GreatReset #EatZeBugs #DigitalID #VaccinePassports $CBDC #vaccineinjuries #Covid #CovidVaccine #DiedSuddendly #PfizerExposed #Moderna #Pfizer",313,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,4,24,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,68,#WorldEconomicForum,#WEF,#NewWorldOrder,#KlausSchwab,#Gates,#BillGates,#Fauci,#Agenda2030,#GreatReset,#EatZeBugs,#DigitalID,#VaccinePassports,#vaccineinjuries,#Covid,#CovidVaccine,#DiedSuddendly,#PfizerExposed,#Moderna,#Pfizer,,,,,,1631796436772986880,,,,,https://twitter.com/WallStreetApes/status/1631796436772986880,true,b3a21b95,en
4846,Fri Jul 21 21:06:00 +00:00 2023,Russia occupying Ukraine is not OK but #NATO doing the same is OK?? #NWO #WEF #Agenda2030,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,0,#NATO,#NWO,#WEF,#Agenda2030,,,,,,,,,,,,,,,,,,,,,1682497417344610308,,,,,https://twitter.com/Conservatist_2/status/1682497417344610308,true,43b22f95,en
4850,Fri May 12 22:11:00 +00:00 2023,"If it walks like a duck ?? looks like a duck ??quacks  like a duck ?? itís a duck """"#WEF #Agenda2030",20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,1,f32c33eb,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,5,#WEF,#Agenda2030,,,,,,,,,,,,,,,,,,,,,,,1657146550437703682,,,,,https://twitter.com/junogsp7/status/1657146550437703682,true,1a214c94,en
4855,Fri Jul 07 21:34:00 +00:00 2023,"??  |  LA DESTRUCCI”N DE OCCIDENTE."" ??  InformaciÛn piped.video/7vcUFmZQpHM ""#agenda2030 #ESI #NOM #ONU",1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,a4e22468,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,1,#agenda2030,#ESI,#NOM,#ONU,,,,,,,,,,,,,,,,,,,,,1677430908427567104,https://piped.video/7vcUFmZQpHM,,,,https://twitter.com/rdiazj1/status/1677430908427567104,true,88b51b96,en
4893,Sun Dec 11 23:50:00 +00:00 2022,"What their plan is isnít Godís plan"" ""#WorldEconomicForum #Psalm2 #Agenda2030 #CrimesAgainstHumanity",0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,0,#WorldEconomicForum,#Psalm2,#Agenda2030,#CrimesAgainstHumanity,,,,,,,,,,,,,,,,,,,,,1602088465008664578,,,,,https://twitter.com/jprince_cheryl/status/1602088465008664578,true,2579e9a6,en
4916,Fri Mar 03 23:12:00 +00:00 2023,"Mexico ???? participated at the 54th session of the @UN  Statistics Commission with the President of @INEGI_INFORMA , @GMarquezColin as Rapporteur. The Commission highlighted the importance of quality data for the achievement of #Agenda2030",6,1d7cbb0c,02d96ad3,27ef6ca5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,2,#Agenda2030,,,,,,,,,,,,,,,,,,,,,,,,1631794612493852672,,,,,https://twitter.com/MexOnu/status/1631794612493852672,true,0753d4bd,en
4919,Sat Jun 17 21:33:00 +00:00 2023,"At a time of great uncertainty, the #SDGs ñ a blueprint for ending poverty, tackling the climate crisis and boosting the economy ñ show the way forward a better future for all on a safe and healthy planet. "" ""sdgs.un.org/goals #Agenda2030",231,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,12,54,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,97,#SDGs,#Agenda2030,,,,,,,,,,,,,,,,,,,,,,,1670182781329223681,https://sdgs.un.org/goals,,,,https://twitter.com/UNGeneva/status/1670182781329223681,true,ab80e027,en
4966,Wed Dec 07 23:45:00 +00:00 2022,"Learn how to Live Freely as the globalists plot to take over the world on Jerm Warfare w/ Jeremy Nell with guest Iain Clifford, founder of MATRIXFREEDOM.""#listenlive tntradio.live 10PM (BRISBANE)MIDNIGHT(LONDON) AM (NEW YORK)""#tntradiolive #24hournewsradio #agenda2030",1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,1,#listenlive,#tntradiolive,#24hournewsradio,#agenda2030,,,,,,,,,,,,,,,,,,,,,1600637530063261696,https://tntradio.live,,,,https://twitter.com/tntradiolive/status/1600637530063261696,true,0571599e,en
4969,Wed Mar 01 22:59:00 +00:00 2023,Is it a wonder a generation of #PreK ìeducatedî people are the most compliant in society. They defend the stateís actions as if it were their parents. #mindcontrol #falseauthority #agenda2030 #WEF #Ukraine,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,0,#PreK,#mindcontrol,#falseauthority,#agenda2030,#WEF,#Ukraine,,,,,,,,,,,,,,,,,,,1631066586667790336,,,,,https://twitter.com/CarlBunce/status/1631066586667790336,true,3aea8ec7,en
4975,Thu Jul 13 21:46:00 +00:00 2023,"#HLPF side-event ìThe Rights Pathî cosponsored by ???????????? focused on leveraging #humanrights to rescue #Agenda2030. Human rights & devít are mutually reinforcing"" ""Amb Maes underlined #Luxembourgís efforts at @UN_HRC & the need to close the financing gap for sustainable development",12,ffe243f1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,4,#HLPF,#humanrights,#Agenda2030.,#Luxembourgís,,,,,,,,,,,,,,,,,,,,,1679608325082587137,,,,,https://twitter.com/LuxembourgUN/status/1679608325082587137,true,5a17a3a0,en
4985,Mon Feb 27 23:19:00 +00:00 2023,"I noted that the initiative aims to contribute to the realization of #Agenda2030 for Sustainable Development & #Agenda2063, as well as the implementation of #Africa's #SilencingTheGuns initiative & the African #Climate Change & Resilient #Development Strategy and Action Plan.",6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,1,#Agenda2030,#Agenda2063,,#Africa's,#SilencingTheGuns,#Climate,#Development,,,,,,,,,,,,,,,,,,1630346846236205061,,,,,https://twitter.com/EgyptPRNewYork/status/1630346846236205061,true,d79c6dff,en
5000,Fri Jul 07 21:18:00 +00:00 2023,"There is a saying in the United Kingdom ????. "" ì Every DOG ?? has his DAY. ì ""ìThe WEF is the RUTTE of all EVIL ?? ì#Globalists #Agenda2030 #NetZero #DepopulationAgenda",13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,10,#Agenda2030,#NetZero,#DepopulationAgenda,,,,,,,,,,,,,,,,,,,,,,1677426845581451269,,,,,https://twitter.com/arhselk/status/1677426845581451269,true,6cb3a62e,en
5013,Sun Nov 27 23:47:00 +00:00 2022,"Weíve been eating carbs, fats, red meat, and sugar for thousands of years, but itís only in the last 50 years that chronic disease has skyrocketed < 20% of ppl to over 60%"" Something or someone(s) is poisoning us ""#DepopulationAgenda #Agenda2030",1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,0,#DepopulationAgenda,#Agenda2030,,,,,,,,,,,,,,,,,,,,,,,1597014154262740993,,,,,https://twitter.com/jprince_cheryl/status/1597014154262740993,true,2579e9a6,en
5059,Sun Mar 05 23:06:00 +00:00 2023,Calling @BernieSanders @theJagmeetSingh  Farm land is being stolen by the governments in Europe.  Its the same plan for Canada.  Where is the love?- #Agenda2030  #GetAwake #cdnpoli,5,e01e377f,f8485587,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,0,#Agenda2030,#GetAwake,#cdnpoli,,,,,,,,,,,,,,,,,,,,,,1632517931035770880,,,,,https://twitter.com/GetAwakeCanada/status/1632517931035770880,true,b6a75135,en
5093,Sat Dec 17 23:36:00 +00:00 2022,"The WORLD is against Agenda 2030 ""??????????""#Agenda2030 #Gates #Soros #DoYourOwnResearch #EndOfFreedom",0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,0,#Agenda2030,#Gates,#Soros,#DoYourOwnResearch,#EndOfFreedom,,,,,,,,,,,,,,,,,,,,1604259192080142344,,,,,https://twitter.com/AngelaH171717/status/1604259192080142344,true,0b539d18,en
